regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;22/06/2020;26;1018948;12978;341;547;13;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;23/06/2020;26;1018948;13371;393;547;0;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;24/06/2020;26;1018948;13906;535;556;9;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;25/06/2020;26;1018948;14101;195;563;7;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;26/06/2020;26;1018948;14236;135;569;6;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;27/06/2020;26;1018948;14472;236;578;9;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;28/06/2020;27;1018948;14830;358;587;9;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;29/06/2020;27;1018948;15038;208;594;7;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;30/06/2020;27;1018948;15404;366;600;6;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;01/07/2020;27;1018948;15703;299;607;7;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;02/07/2020;27;1018948;15833;130;611;4;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;03/07/2020;27;1018948;15991;158;616;5;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;04/07/2020;27;1018948;16190;199;620;4;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;05/07/2020;28;1018948;16501;311;625;5;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;06/07/2020;28;1018948;16755;254;627;2;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;07/07/2020;28;1018948;17135;380;631;4;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;08/07/2020;28;1018948;17460;325;634;3;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;09/07/2020;28;1018948;17529;69;636;2;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;10/07/2020;28;1018948;17712;183;639;3;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;11/07/2020;28;1018948;17947;235;644;5;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;12/07/2020;29;1018948;18231;284;646;2;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;13/07/2020;29;1018948;18774;543;648;2;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;14/07/2020;29;1018948;19081;307;651;3;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;15/07/2020;29;1018948;19287;206;655;4;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;16/07/2020;29;1018948;19382;95;660;5;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;17/07/2020;29;1018948;19533;151;663;3;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;18/07/2020;29;1018948;19715;182;667;4;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;19/07/2020;30;1018948;19909;194;671;4;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;20/07/2020;30;1018948;20054;145;675;4;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;21/07/2020;30;1018948;20165;111;678;3;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;22/07/2020;30;1018948;20246;81;686;8;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;23/07/2020;30;1018948;20545;299;690;4;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;24/07/2020;30;1018948;20883;338;695;5;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;25/07/2020;30;1018948;21127;244;699;4;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;26/07/2020;31;1018948;21294;167;702;3;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;27/07/2020;31;1018948;21357;63;705;3;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;28/07/2020;31;1018948;21633;276;709;4;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;29/07/2020;31;1018948;21926;293;715;6;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;30/07/2020;31;1018948;22296;370;719;4;;;1
Nordeste;AL;Maceió;27;270430;27001;1ª REGIAO DE SAUDE;31/07/2020;31;1018948;22399;103;723;4;;;1
